transaction_id,timestamp,sender_account,receiver_account,sender_bank,receiver_bank,sender_country,receiver_country,amount,currency,transaction_type,payment_channel,device_id,ip_address,geo_latitude,geo_longitude,merchant_category,transaction_status,sender_balance_before,sender_balance_after,receiver_balance_before,receiver_balance_after,kyc_level,is_international,remarks,amount_leading_digit
04f92e89-dc6c-4460-b3e1-e6834cbb6ac9,2026-05-30T09:30:00+00:00,acc-R02-A,acc-R02-B,HDFC,ICICI,IN,IN,950000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R02-structuring,9
2dbbb798-7c9b-4656-9661-d1adc24a9248,2026-05-30T09:33:00+00:00,acc-R02-A,acc-R02-B,HDFC,ICICI,IN,IN,955000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R02-structuring,9
0cc1523b-c380-4730-8e1a-59f626342373,2026-05-30T09:00:00+00:00,acc-R03-A,acc-R03-recv-0,HDFC,ICICI,IN,IN,50000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R03-velocity-spike,5
5e061433-045f-4a1c-aac9-da501b8319d2,2026-05-30T09:05:00+00:00,acc-R03-A,acc-R03-recv-1,HDFC,ICICI,IN,IN,50000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R03-velocity-spike,5
6cce8e81-57ab-44a8-8888-089a5e757170,2026-05-30T09:10:00+00:00,acc-R03-A,acc-R03-recv-2,HDFC,ICICI,IN,IN,50000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R03-velocity-spike,5
a8049f94-94e8-4f63-bd1f-75391201b90d,2026-05-30T09:15:00+00:00,acc-R03-A,acc-R03-recv-3,HDFC,ICICI,IN,IN,50000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R03-velocity-spike,5
5e76df75-d8bb-47de-807b-fc78a6f41ef6,2026-05-30T09:20:00+00:00,acc-R03-A,acc-R03-recv-4,HDFC,ICICI,IN,IN,50000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R03-velocity-spike,5
0989f370-e729-45e9-ac56-0b8961386927,2026-05-30T09:25:00+00:00,acc-R03-A,acc-R03-recv-5,HDFC,ICICI,IN,IN,50000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R03-velocity-spike,5
0d4225ee-dfdf-41c8-87e9-1ff963322913,2026-05-30T09:30:00+00:00,acc-R03-A,acc-R03-recv-6,HDFC,ICICI,IN,IN,50000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R03-velocity-spike,5
1e5c8393-8974-4ef8-9e8b-b5595e0c8e61,2026-05-30T09:35:00+00:00,acc-R03-A,acc-R03-recv-7,HDFC,ICICI,IN,IN,50000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R03-velocity-spike,5
ae0a9910-8670-4389-9c0a-a6f3326c6c43,2026-05-30T09:40:00+00:00,acc-R03-A,acc-R03-recv-8,HDFC,ICICI,IN,IN,50000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R03-velocity-spike,5
6a6a68dd-712a-40b5-b594-3f45392c04fa,2026-05-30T09:45:00+00:00,acc-R03-A,acc-R03-recv-9,HDFC,ICICI,IN,IN,50000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R03-velocity-spike,5
9c1e79bb-e4b0-492c-9e49-60084f789dbf,2026-05-30T09:50:00+00:00,acc-R03-A,acc-R03-recv-10,HDFC,ICICI,IN,IN,50000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R03-velocity-spike,5
2717fd07-193b-4e41-9ae0-e36d11975fb8,2026-05-30T09:00:00+00:00,acc-R05-A,acc-R05-B,HDFC,ICICI,IN,IN,80000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R05-impossible-travel,8
ed8d0335-1aa4-4c05-bd12-43dc59551b3a,2026-05-30T09:02:00+00:00,acc-R05-A,acc-R05-C,HDFC,ICICI,AE,IN,80000.0,INR,NEFT,Web,dev-probe-2,91.198.174.192,25.2,55.27,Other,Success,,,,,2,False,probe=R05-impossible-travel,8
fb11b8d3-b28d-441c-995d-35bf1237b2f4,2026-05-30T09:00:00+00:00,acc-R06-A,acc-R06-B,HDFC,ICICI,IN,AE,300000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,True,probe=R06-high-risk-jurisdiction,3
c2785ca9-2a06-4b86-b68a-8099c88ac9a6,2026-05-30T09:00:00+00:00,acc-R07-A,acc-R07-B,HDFC,ICICI,IN,IN,400000.0,INR,NEFT,Web,dev-brand-new-99,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R07-device-anomaly,4
b756d944-42c5-4f67-9e67-0a30f00d4be1,2026-05-30T09:00:00+00:00,acc-R08-S0,acc-R08-R,HDFC,ICICI,IN,IN,80000.0,INR,NEFT,Web,dev-shared-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R08-shared-device,8
de510714-1bfe-4c95-8a71-26392a698c0a,2026-05-30T09:01:00+00:00,acc-R08-S1,acc-R08-R,HDFC,ICICI,IN,IN,80000.0,INR,NEFT,Web,dev-shared-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R08-shared-device,8
7121d515-841a-4c96-a8f3-353b45e82dec,2026-05-30T09:02:00+00:00,acc-R08-S2,acc-R08-R,HDFC,ICICI,IN,IN,80000.0,INR,NEFT,Web,dev-shared-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R08-shared-device,8
a4b16a1d-9519-4d6d-8518-9e03229684b4,2026-05-30T09:03:00+00:00,acc-R08-S3,acc-R08-R,HDFC,ICICI,IN,IN,80000.0,INR,NEFT,Web,dev-shared-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R08-shared-device,8
13188414-7a50-4155-bfcb-260516886226,2026-05-30T09:04:00+00:00,acc-R08-S4,acc-R08-R,HDFC,ICICI,IN,IN,80000.0,INR,NEFT,Web,dev-shared-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R08-shared-device,8
6815b0b0-ee5b-4c36-9e8a-68ad902a083a,2026-05-30T09:05:00+00:00,acc-R08-S5,acc-R08-R,HDFC,ICICI,IN,IN,80000.0,INR,NEFT,Web,dev-shared-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R08-shared-device,8
bb13a434-e312-48eb-b7d6-16326bed4a55,2026-05-30T09:06:00+00:00,acc-R08-S6,acc-R08-R,HDFC,ICICI,IN,IN,80000.0,INR,NEFT,Web,dev-shared-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R08-shared-device,8
62c68747-3626-4f50-a7c9-6261fed91b16,2026-05-30T09:10:00+00:00,acc-R08-S6,acc-R08-R2,HDFC,ICICI,IN,IN,80000.0,INR,NEFT,Web,dev-shared-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R08-shared-device,8
4c584fec-965d-4101-b572-6e08290a7ca9,2026-05-30T09:00:00+00:00,acc-R09-A,acc-R09-recv-00,HDFC,ICICI,IN,IN,40000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R09-excessive-beneficiaries,4
b570581f-4aa0-4baa-99f3-faaf059847e9,2026-05-30T09:30:00+00:00,acc-R09-A,acc-R09-recv-01,HDFC,ICICI,IN,IN,40000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R09-excessive-beneficiaries,4
f5fd34e6-80cf-464d-beb9-f0c210cfae5a,2026-05-30T10:00:00+00:00,acc-R09-A,acc-R09-recv-02,HDFC,ICICI,IN,IN,40000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R09-excessive-beneficiaries,4
e8e5ea90-ef54-422c-a3ca-d9027481aa48,2026-05-30T10:30:00+00:00,acc-R09-A,acc-R09-recv-03,HDFC,ICICI,IN,IN,40000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R09-excessive-beneficiaries,4
3c6e8779-2522-4b7d-aab2-9c820f92b2a0,2026-05-30T11:00:00+00:00,acc-R09-A,acc-R09-recv-04,HDFC,ICICI,IN,IN,40000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R09-excessive-beneficiaries,4
3d5f5838-f9cc-466c-993f-f52f21ae4eef,2026-05-30T11:30:00+00:00,acc-R09-A,acc-R09-recv-05,HDFC,ICICI,IN,IN,40000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R09-excessive-beneficiaries,4
a140fd79-cb3c-479b-b03b-437d6b5d488b,2026-05-30T12:00:00+00:00,acc-R09-A,acc-R09-recv-06,HDFC,ICICI,IN,IN,40000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R09-excessive-beneficiaries,4
84f8ed7e-fadd-4494-a996-dec88f51e9b6,2026-05-30T12:30:00+00:00,acc-R09-A,acc-R09-recv-07,HDFC,ICICI,IN,IN,40000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R09-excessive-beneficiaries,4
c1563b60-c187-4625-a93b-7c9d9bf41be0,2026-05-30T13:00:00+00:00,acc-R09-A,acc-R09-recv-08,HDFC,ICICI,IN,IN,40000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R09-excessive-beneficiaries,4
82736026-d186-493d-9949-4d50beef2bce,2026-05-30T13:30:00+00:00,acc-R09-A,acc-R09-recv-09,HDFC,ICICI,IN,IN,40000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R09-excessive-beneficiaries,4
10455518-21be-41d4-9f93-e4102888e451,2026-05-30T14:00:00+00:00,acc-R09-A,acc-R09-recv-10,HDFC,ICICI,IN,IN,40000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R09-excessive-beneficiaries,4
5a314fd0-a235-4d70-8e66-aa33607f18d1,2026-05-30T14:30:00+00:00,acc-R09-A,acc-R09-recv-11,HDFC,ICICI,IN,IN,40000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R09-excessive-beneficiaries,4
b3122d92-c147-4f1d-8a7e-42c943244438,2026-05-30T15:00:00+00:00,acc-R09-A,acc-R09-recv-12,HDFC,ICICI,IN,IN,40000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R09-excessive-beneficiaries,4
718fad5d-b0dc-4737-9cf5-b9d26f4d8053,2026-05-30T15:30:00+00:00,acc-R09-A,acc-R09-recv-13,HDFC,ICICI,IN,IN,40000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R09-excessive-beneficiaries,4
90cb5667-ff42-4ce3-8efb-34b4ab1191a7,2026-05-30T16:00:00+00:00,acc-R09-A,acc-R09-recv-14,HDFC,ICICI,IN,IN,40000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R09-excessive-beneficiaries,4
916900f9-3390-49d9-99c5-3a108970d13a,2026-05-30T16:30:00+00:00,acc-R09-A,acc-R09-recv-15,HDFC,ICICI,IN,IN,40000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R09-excessive-beneficiaries,4
3cb10ac2-ba83-4bb8-a543-45d6b9fe0e9b,2026-05-30T17:00:00+00:00,acc-R09-A,acc-R09-recv-16,HDFC,ICICI,IN,IN,40000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R09-excessive-beneficiaries,4
c156b606-6dc0-4193-81d7-dcb9174c3c32,2026-05-30T17:30:00+00:00,acc-R09-A,acc-R09-recv-17,HDFC,ICICI,IN,IN,40000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R09-excessive-beneficiaries,4
a7ad4f46-a2b5-45f1-b72c-38a5efb909e9,2026-05-30T18:00:00+00:00,acc-R09-A,acc-R09-recv-18,HDFC,ICICI,IN,IN,40000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R09-excessive-beneficiaries,4
bdab56e1-9364-4749-a828-205e0134f08e,2026-05-30T18:30:00+00:00,acc-R09-A,acc-R09-recv-19,HDFC,ICICI,IN,IN,40000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R09-excessive-beneficiaries,4
c89f1ff1-8471-4db9-9731-fc000e902466,2026-05-30T19:00:00+00:00,acc-R09-A,acc-R09-recv-20,HDFC,ICICI,IN,IN,40000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R09-excessive-beneficiaries,4
093c9815-b532-4b8f-a8e6-68547d5e907a,2026-05-30T19:30:00+00:00,acc-R09-A,acc-R09-recv-21,HDFC,ICICI,IN,IN,40000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R09-excessive-beneficiaries,4
fe2b7fec-475d-41e9-adff-a4cd066d9a5c,2026-05-30T09:00:00+00:00,acc-R10-A,acc-R10-B,HDFC,ICICI,IN,IN,150000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R10-cycle-closure,1
2b6d0614-eb29-42d7-99fd-c9375735d3b4,2026-05-30T09:03:00+00:00,acc-R10-B,acc-R10-C,HDFC,ICICI,IN,IN,148000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R10-cycle-closure,1
c763473d-e6a3-45a3-af4b-4e6519a1d800,2026-05-30T09:06:00+00:00,acc-R10-C,acc-R10-A,HDFC,ICICI,IN,IN,145000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R10-cycle-closure,1
b1cd5116-d205-48c6-82f3-15387e98e4a3,2026-05-30T09:00:00+00:00,acc-R11-A,acc-R11-B,HDFC,ICICI,IN,IN,100000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R11-round-amount,1
db196c12-524a-49ad-80b8-09929d28f6a4,2026-05-30T09:10:00+00:00,acc-R11-A,acc-R11-B,HDFC,ICICI,IN,IN,100000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R11-round-amount,1
7b1a41b0-b04e-4898-a8ba-fe4f29c0b1d5,2026-05-30T09:20:00+00:00,acc-R11-A,acc-R11-B,HDFC,ICICI,IN,IN,100000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R11-round-amount,1
5ed4a076-dd6a-4aac-be02-1d0638c00477,2026-05-30T09:30:00+00:00,acc-R11-A,acc-R11-B,HDFC,ICICI,IN,IN,100000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R11-round-amount,1
d050daa2-4e87-47be-8739-abd904ff2cfc,2026-05-30T09:40:00+00:00,acc-R11-A,acc-R11-B,HDFC,ICICI,IN,IN,100000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R11-round-amount,1
6bda95af-dbc1-4c07-852b-0455945ad658,2026-05-30T09:50:00+00:00,acc-R11-A,acc-R11-B,HDFC,ICICI,IN,IN,100000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R11-round-amount,1
d6309e39-58a6-4a00-be2c-de484fe823e2,2026-05-30T10:00:00+00:00,acc-R11-A,acc-R11-B,HDFC,ICICI,IN,IN,100000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R11-round-amount,1
a9938e81-b6f7-46b7-9c83-911837c52e32,2026-05-30T09:00:00+00:00,acc-R12-A,acc-R12-B,HDFC,ICICI,IN,IN,700000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,0,False,probe=R12-kyc-mismatch,7
9d5a307a-8ac4-4f13-ab88-bb70b0b3a760,2026-05-30T09:00:00+00:00,acc-R13-A,acc-R13-R0,HDFC,ICICI,IN,IN,900000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R13-benford,9
7e39c62e-1cfe-4413-8f36-884c0a73bf2a,2026-05-30T09:05:00+00:00,acc-R13-A,acc-R13-R1,HDFC,ICICI,IN,IN,901000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R13-benford,9
bc92fc0d-0485-4874-b16a-55e7678bcbf4,2026-05-30T09:10:00+00:00,acc-R13-A,acc-R13-R2,HDFC,ICICI,IN,IN,902000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R13-benford,9
76a92c88-e06d-4974-a126-93b0ec9f2580,2026-05-30T09:15:00+00:00,acc-R13-A,acc-R13-R3,HDFC,ICICI,IN,IN,903000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R13-benford,9
14560760-46e2-43c8-825a-a0dbf628c77f,2026-05-30T09:20:00+00:00,acc-R13-A,acc-R13-R4,HDFC,ICICI,IN,IN,904000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R13-benford,9
0f31cd12-298d-4fda-a62d-1eb1988d2ab0,2026-05-30T09:25:00+00:00,acc-R13-A,acc-R13-R5,HDFC,ICICI,IN,IN,905000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R13-benford,9
a67b89bd-f113-4e47-8983-8e91bebb8e55,2026-05-30T09:30:00+00:00,acc-R13-A,acc-R13-R6,HDFC,ICICI,IN,IN,906000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R13-benford,9
e887162e-3c38-464f-904b-2021aeca3d80,2026-05-30T09:35:00+00:00,acc-R13-A,acc-R13-R7,HDFC,ICICI,IN,IN,907000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R13-benford,9
b514db32-73d1-4a69-967a-4182b53b47b6,2026-05-30T10:00:00+00:00,acc-R13-A,acc-R13-final,HDFC,ICICI,IN,IN,950000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R13-benford,9
4f54c6f1-a0b5-46d4-aa31-fdee1d694c45,2026-05-30T09:00:00+00:00,acc-R14-S0,acc-R14-aggregator,HDFC,ICICI,IN,IN,200000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R14-fan-in,2
2df9c8d5-8c6d-4380-923d-946cf7d43c34,2026-05-30T09:07:00+00:00,acc-R14-S1,acc-R14-aggregator,HDFC,ICICI,IN,IN,205000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R14-fan-in,2
297b5f7a-cd80-452e-a777-9b90b2ce6410,2026-05-30T09:14:00+00:00,acc-R14-S2,acc-R14-aggregator,HDFC,ICICI,IN,IN,200000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R14-fan-in,2
820c22bf-7ecf-4112-b554-096a206d05bf,2026-05-30T09:21:00+00:00,acc-R14-S3,acc-R14-aggregator,HDFC,ICICI,IN,IN,205000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R14-fan-in,2
8cc027aa-b8dc-4ecf-8175-56539e923b61,2026-05-30T09:28:00+00:00,acc-R14-S4,acc-R14-aggregator,HDFC,ICICI,IN,IN,200000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R14-fan-in,2
5398521c-8e88-465e-b80f-200339c581e0,2026-05-30T09:35:00+00:00,acc-R14-S5,acc-R14-aggregator,HDFC,ICICI,IN,IN,205000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R14-fan-in,2
6f00512a-3195-466b-bd2a-d3c84513060d,2026-05-30T09:00:00+00:00,acc-R15-A,acc-R15-B,HDFC,ICICI,IN,IN,500000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R15-layering-relay,5
ce55e72d-e9e7-4741-a9e2-5482c039a4ac,2026-05-30T09:30:00+00:00,acc-R15-B,acc-R15-C,HDFC,ICICI,IN,IN,470000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=R15-layering-relay,4
c503bb16-b0b7-4cbe-b709-bad63d68cb09,2026-05-30T09:00:00+00:00,acc-L2c-A,acc-L2c-B,HDFC,ICICI,IN,IN,120000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=L2-cycle-closure,1
f2610f67-de9d-4a54-9e43-34d1652a85b2,2026-05-30T09:02:00+00:00,acc-L2c-B,acc-L2c-C,HDFC,ICICI,IN,IN,120000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=L2-cycle-closure,1
9d583511-506a-4b46-8d6f-5158b868b309,2026-05-30T09:04:00+00:00,acc-L2c-C,acc-L2c-A,HDFC,ICICI,IN,IN,120000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=L2-cycle-closure,1
32057cc6-4b75-4389-ad30-fee179dfe041,2026-05-30T09:00:00+00:00,acc-L2fan-S0,acc-L2fan-AGG,HDFC,ICICI,IN,IN,150000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=L2-fan-in-aggregation,1
c1d8df3a-5325-4859-8e4c-853074d9f96e,2026-05-30T09:05:00+00:00,acc-L2fan-S1,acc-L2fan-AGG,HDFC,ICICI,IN,IN,150000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=L2-fan-in-aggregation,1
11a392ea-6943-448e-8289-9c4740cea511,2026-05-30T09:10:00+00:00,acc-L2fan-S2,acc-L2fan-AGG,HDFC,ICICI,IN,IN,150000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=L2-fan-in-aggregation,1
81147315-64a6-4720-b7e9-a562c9790b05,2026-05-30T09:15:00+00:00,acc-L2fan-S3,acc-L2fan-AGG,HDFC,ICICI,IN,IN,150000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=L2-fan-in-aggregation,1
e8dc7408-35d4-445b-b8b7-c1b9dac090d9,2026-05-30T09:20:00+00:00,acc-L2fan-S4,acc-L2fan-AGG,HDFC,ICICI,IN,IN,150000.0,INR,NEFT,Web,dev-probe,203.0.113.5,28.61,77.21,Other,Success,,,,,2,False,probe=L2-fan-in-aggregation,1
